machine_id,day,available
M3,49,1
M3,50,1
M3,51,1
M3,52,1
M3,53,1
M3,54,1
M3,55,1
M3,56,1
M3,57,0
M3,58,1
M3,59,1
M3,60,1
M3,61,1
M3,62,0
M3,63,1
M3,64,1
M3,65,1
M3,66,1
M3,67,1
M3,68,1
M3,69,1
M3,70,1
M3,71,1
M3,72,1
M3,73,1
M3,74,1
M3,75,1
M3,76,1
M3,77,1
M3,78,1
M3,79,1
M3,80,0
M3,81,1
M3,82,1
M3,83,1
M3,84,1
M3,85,1
M3,86,1
M3,87,1
M3,88,1
M3,89,1
M3,90,1
M3,91,1
M3,92,1
M3,93,1
M3,94,0
M3,95,0
M3,96,1
M3,97,0
M3,98,1
M3,99,1
M3,100,1
M3,101,1
M3,102,1
M3,103,0
M3,104,1
M3,105,1
M3,106,1
M3,107,1
M3,108,1
M3,109,1
M3,110,0
M3,111,1
M3,112,1
M4,1,1
M4,2,1
M4,3,1
M4,4,1
M4,5,1
M4,6,1
M4,7,1
M4,8,1
M4,9,1
M4,10,1
M4,11,1
M4,12,1
M4,13,1
M4,14,1
M4,15,1
M4,16,1
M4,17,1
M4,18,1
M4,19,1
M4,20,1
M4,21,1
M4,22,1
M4,23,1
M4,24,1
M4,25,1
M4,26,1
M4,27,1
M4,28,1
M4,29,1
M4,30,0
M4,31,1
M4,32,1
M4,33,0
M4,34,0
M4,35,1
M4,36,1
M4,37,1
M4,38,1
M4,39,1
M4,40,1
M4,41,1
M4,42,1
M4,43,1
M4,44,1
M4,45,0
M4,46,1
M4,47,1
M4,48,1
M4,49,1
M4,50,1
M4,51,1
M4,52,1
M4,53,1
M4,54,1
M4,55,1
M4,56,1
M4,57,1
M4,58,1
M4,59,0
M4,60,1
M4,61,1
M4,62,1
M4,63,1
M4,64,1
M4,65,1
M4,66,1
M4,67,1
M4,68,1
M4,69,1
M4,70,1
M4,71,1
M4,72,1
M4,73,1
M4,74,1
M4,75,1
M4,76,1
M4,77,1
M4,78,1
M4,79,1
M4,80,0
M4,81,1
M4,82,1
M4,83,1
M4,84,1
M4,85,1
M4,86,1
M4,87,1
M4,88,1
M4,89,1
M4,90,0
M4,91,1
M4,92,0
M4,93,1
M4,94,1
M4,95,1
M4,96,1
M4,97,1
M4,98,1
M4,99,0
M4,100,1
M4,101,1
M4,102,1
M4,103,1
M4,104,1
M4,105,1
M4,106,1
M4,107,1
M4,108,0
M4,109,1
M4,110,1
M4,111,1
M4,112,1
M5,1,1
M5,2,1
M5,3,1
M5,4,1
M5,5,1
M5,6,1
M5,7,0
M5,8,1
M5,9,1
M5,10,0
M5,11,1
M5,12,1
M5,13,1
M5,14,1
M5,15,1
M5,16,1
M5,17,1
M5,18,1
M5,19,1
M5,20,1
M5,21,1
M5,22,1
M5,23,1
M5,24,1
M5,25,1
M5,26,1
M5,27,1
M5,28,0
M5,29,1
M5,30,1
M5,31,1
M5,32,1
M5,33,1
M5,34,1
M5,35,1
M5,36,0
M5,37,1
M5,38,1
M5,39,1
M5,40,1
M5,41,1
M5,42,1
M5,43,1
M5,44,0
M5,45,0
M5,46,1
M5,47,1
M5,48,1
M5,49,1
M5,50,1
M5,51,1
M5,52,1
M5,53,0
M5,54,1
M5,55,1
M5,56,1
M5,57,1
M5,58,1
M5,59,1
M5,60,1
M5,61,1
M5,62,1
M5,63,1
M5,64,1
M5,65,1
M5,66,1
M5,67,1
M5,68,1
M5,69,1
M5,70,1
M5,71,1
M5,72,1
M5,73,1
M5,74,1
M5,75,1
M5,76,1
M5,77,1
M5,78,1
M5,79,1
M5,80,0
M5,81,1
M5,82,1
M5,83,1
M5,84,1
M5,85,1
M5,86,1
M5,87,1
M5,88,1
M5,89,1
M5,90,1
M5,91,1
M5,92,0
M5,93,1
M5,94,1
M5,95,1
M5,96,1
M5,97,1
M5,98,1
M5,99,1
M5,100,1
M5,101,1
M5,102,1
M5,103,1
M5,104,1
M5,105,1
M5,106,1
M5,107,1
M5,108,1
M5,109,0
M5,110,0
M5,111,1
M5,112,0
M6,1,1
M6,2,1
M6,3,1
M6,4,0
M6,5,1
M6,6,0
M6,7,1
M6,8,1
M6,9,1
M6,10,1
M6,11,0
M6,12,1
M6,13,1
M6,14,1
M6,15,1
M6,16,1
M6,17,1
M6,18,1
M6,19,1
M6,20,1
M6,21,1
M6,22,1
M6,23,1
M6,24,1
M6,25,1
M6,26,0
M6,27,1
M6,28,0
M6,29,1
M6,30,1
M6,31,1
M6,32,1
M6,33,1
M6,34,1
M6,35,1
M6,36,1
M6,37,1
M6,38,1
M6,39,1
M6,40,0
M6,41,1
M6,42,1
M6,43,1
M6,44,1
M6,45,1
M6,46,1
M6,47,0
M6,48,1
M6,49,1
M6,50,1
M6,51,1
M6,52,1
M6,53,1
M6,54,1
M6,55,1
M6,56,1
M6,57,1
M6,58,1
M6,59,1
M6,60,1
M6,61,1
M6,62,1
M6,63,1
M6,64,1
M6,65,1
M6,66,1
M6,67,0
M6,68,1
M6,69,1
M6,70,1
M6,71,1
M6,72,1
M6,73,1
M6,74,1
M6,75,1
M6,76,1
M6,77,1
M6,78,1
M6,79,1
M6,80,1
M6,81,0
M6,82,0
M6,83,1
M6,84,1
M6,85,1
M6,86,0
M6,87,1
M6,88,1
M6,89,1
M6,90,1
M6,91,1
M6,92,1
M6,93,1
M6,94,1
M6,95,0
M6,96,1
M6,97,1
M6,98,1
M6,99,1
M6,100,1
M6,101,1
M6,102,1
M6,103,1
M6,104,1
M6,105,1
M6,106,1
M6,107,1
M6,108,1
M6,109,1
M6,110,1
M6,111,1
M6,112,1
